fruit_id,size_cm,weight_g,color_intensity,ripeness_level,firmness,sweetness,defect_count,bruise_score,spot_score,defect_score,size_to_weight_ratio,grade
FR06838,-0.42534192933691345,-0.31806635113220216,0.2999959270958565,0.9424143749332777,-1.6710487266285705,-0.038456302091142834,1.522391639413686,1.424070378321462,0.996156704043693,2.2489473748121735,-0.5820441732478427,Reject
FR03574,-0.17358679118013123,-0.041542194371814625,-1.1815629924833282,-0.9983285652859508,-0.6646374665437024,-0.038456302091142834,-0.2497888383392807,1.0766217358851815,0.7889284239043782,1.0628071018582654,-0.6450009931249168,Reject
FR03179,1.750541764732419,-0.25174015124098753,0.25061062977655024,-0.859704069556006,-1.705752563183221,-1.6069631398518913,-1.135879077215764,-0.48689715507808207,0.47808600369540627,-0.7164033075725971,0.34185257755260406,Reject
FR05649,-0.07568201523027142,-0.28251088825519527,-0.04570115413928639,-0.7210795738260611,0.9664428515248772,0.5889464330131567,0.6363014005372027,-0.6258766120525943,-0.0399846966528806,-0.2080574763066366,-0.37728300174642276,Reject
FR03242,0.647614492807468,1.0360110680399348,1.4852430627592041,-1.4488581764082717,0.20295844732256346,-0.10816771710273172,0.6363014005372027,-0.2089382411290574,0.029091396726891035,0.13083974453733754,-0.8371015108644705,Reject
FR00603,-0.17758290448420705,0.7540422232287758,-0.9840218032061033,0.14532352448609467,-1.4628257073006667,0.27524506546100674,-1.135879077215764,-0.903835526001619,-0.24721297679219528,-1.3094734440495512,-1.1576427794809527,Local
FR00202,-0.3174468701268639,-0.07470529431742183,0.2999959270958565,-1.2755775567458407,-1.150491178308811,-0.7007147447012366,1.522391639413686,1.0766217358851815,0.5471620970751779,1.7406015435462132,-0.7194045575054385,Reject
FR06109,-0.3753905130359646,1.0308138658096533,-0.34201293805512356,1.5315684817855433,0.5499968128690697,1.1814934606116614,1.522391639413686,-0.2089382411290574,1.6869176378414086,1.401704322702239,-1.451221923360169,Local
FR03340,-0.4692991756817484,-0.06381591821587917,-1.477874776399165,0.3532602680810118,0.9664428515248772,0.6238021405189512,-0.2497888383392807,-1.0775598472197592,0.6853142838347208,-0.6316790023616038,-0.8425468822676004,Local
FR00901,0.43582048769144505,1.027431559596295,0.7938489002889184,1.1156949945957086,0.37647763009581636,-1.1886946497823583,-0.2497888383392807,-0.8690906617579909,-0.9034358639000252,-1.2247491388385578,-0.9339645967432222,Local
FR00662,-0.08567229849046133,0.6858186320471409,-0.19385704609720497,0.7344776313383602,0.4458853032051177,0.031255112920446054,1.522391639413686,1.5977946995396024,-0.7998217238303678,1.4864286279132326,-1.0580174038291283,Local
FR06664,-1.1666209472429947,-1.2822711077597115,1.5840136573978165,-0.3398622105687125,1.0358505246341785,-0.8401375747244142,-1.135879077215764,-0.2784279696163136,-0.6962075837607105,-1.1400248336275645,0.6747902805193944,Local
FR00079,-0.23153043408923174,-0.1923435543234819,-1.3297188844412464,0.11066740055360841,0.9664428515248772,-0.8052818672186198,-0.2497888383392807,-1.320773896925156,-1.421506564248312,-1.817819275315512,-0.5591639404903157,Local
FR06790,-0.3134507568227881,-0.1246974300563225,-1.3297188844412464,-0.9290163174209782,1.13996203429813,1.2163491681174559,0.6363014005372027,0.20800012979447965,0.823466470594264,0.8933584914362783,-0.6722577345090996,Reject
FR07394,-0.24152071734942165,0.1435771993544115,-1.1815629924833282,-1.1022969370834095,1.6258157460632388,1.1814934606116614,0.6363014005372027,-1.320773896925156,-1.0415880506595683,-1.1400248336275645,-0.8289886509253567,Reject
FR04751,-0.26749545382591505,0.2060261213912892,-1.6260306683570833,-0.9636724413534645,-1.7404563997378717,1.2860605831290448,-1.135879077215764,1.424070378321462,-0.6271314903809388,0.21556404974833107,-0.8929374468402147,Reject
FR05061,-0.1935673577005107,-0.07833508635126939,-0.4901688300130416,-0.8943601934884922,0.6194044859783709,-1.2235503572881528,-1.135879077215764,-0.3131728338599417,-1.3178924241786547,-1.3941977492605448,-0.6294376986271173,Reject
FR00315,-0.3094546435187121,0.7381206354439444,0.843234197608224,-0.5131428302311438,-0.7687489762076541,-1.746385969875069,0.6363014005372027,0.6944282292052724,-0.592593443691053,0.5544612705923048,-1.2476225974953863,Reject
FR09533,-1.2605296098887784,-1.284003508503139,-0.835865911248185,-0.4438305823661713,1.348185053626034,0.41466789548418453,-0.2497888383392807,-0.1394485126418012,0.27085772355609133,-0.038608865884649526,0.5363104087388509,Reject
